"STATISTIC","Statistic Label","TLIST(A1)","Year","C03315V03999","Provider","C03313V03997","Type of Financing Scheme","UNIT","VALUE"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","12","Ancillary Health Care Provider (HP.4)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","12","Ancillary Health Care Provider (HP.4)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","41.93"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","12","Ancillary Health Care Provider (HP.4)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","41.69"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","12","Ancillary Health Care Provider (HP.4)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.24"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","12","Ancillary Health Care Provider (HP.4)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","38.35488536"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","2664.190741"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","1942.45"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","1929.17"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","13.28"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","15","Retailer of Medical Goods (HP.5)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","721.7407408"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","227.48"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","202.58"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","202.58"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","24.9"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0.03"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","24.87"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","568.78"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","155.74"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","155.74"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","413.04"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","396.39"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","16.65"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","19","Providers of Health Care Administration and Financing (HP.7)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","937.7841893"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","828.35"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","798.13"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","30.22"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","103.227944"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0.04"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","103.187944"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","23","Rest of the Economy (HP.8)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","6.206245278"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","35.92"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","15.84"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","15.84"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","20.08"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","20.03"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.05"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","26","Rest of the World (HP.9)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","158.65"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","155.1"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","155.1"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","3.55"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","3.55"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2015","2015","27","Providers N.E.C. (HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","20180.53342"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","14624.59534"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","14560.71534"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","63.88"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","2914.032979"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2519.02"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","395.0129789"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","-","All Current Health Care Expenditure (HP.1 to HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","2641.905095"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","01","Hospitals (HP.1)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","7368.56"
"SHA14","Current Health Care Expenditure (Euro Million)","2016","2016","01","Hospitals (HP.1)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","5204.4"
